original_id,project_or_tender,name,desc,location,pincode,status,budget,url,document_url,sector,sub_sector,timestamp_range,city,min_max
2023_AAI_164594_1,T,License for Operating Smoking Lounge and Sales Kiosk inside Security Hold Area at Kangra Airport,License for Operating Smoking Lounge and Sales Kiosk inside Security Hold Area at Kangra Airport,"O/o Airport Director, Kangra Airport, H.P.",176209,Open Tender,nan$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SsvQwqKw2rk8HYUtro2StQw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Allotment of Space,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Kangra,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163330_1,T,Providing new VCB HT panel in place of old OCB HT panel including HT cable laying and provisional ring main unit for NPH yard t o OPH yard at Madurai Airport.,Providing new VCB HT panel in place of old OCB HT panel including HT cable laying and provisional ring main unit for NPH yard t o OPH yard at Madurai Airport.,"Asst. General Manager (E-E), AAI, Madurai",625022,Open Tender,83312.85$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2FOQRBGQdodm47Xpk3umeQA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,Providing New VCB HT panel,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Old Power House opposite,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164580_1,T,License to Operate Wellness Centre/Spa and Massage Chair Facility in Mezzanine Floor of New International Terminal at Chennai Airport (79 sqm),License to Operate Wellness Centre/Spa and Massage Chair Facility in Mezzanine Floor of New International Terminal at Chennai Airport (79 sqm),"Airports Authority of India, Operational Offices, Chennai Airport.",600016,Open Tender,nan$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyG1CmWhawnJJ1I1DueLqrA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Chennai Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164577_1,T,License to Operate Wellness Centre/Spa and Massage Chair facility in Mezzanine Floor of New International Terminal at Chennai Airport (49 sqm),License to Operate Wellness Centre/Spa and Massage Chair facility in Mezzanine Floor of New International Terminal at Chennai Airport (49 sqm),"Airport Authority of India, Chennai Airport Operational Offices",600016,Open Tender,nan$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SmPfnHK9NJBL1XRmeNBr6hQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Chennai Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164583_1,T,License for Luggage and Hand Bag Store in Arrival Area of NITB at S.V. Airport Raipur.,License for Luggage and Hand Bag Store in Arrival Area of NITB at S.V. Airport Raipur.,O/o Airport Director S.V. Airport Raipur,492015,Open Tender,747.50$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJin2K096PhHg98B5BPG3cA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Swami Vivekananda Airport Raipur,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164575_1,T,License for Fragrance Store in Ground Floor SHA of NITB at S.V. Airport Raipur.,License for Fragrance Store in Ground Floor SHA of NITB at S.V. Airport Raipur.,O/o Airport Director S.V. Airport Raipur,492015,Open Tender,1534.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sx6p5ZZVPoxZ9Feh6u6tuZQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Swami Vivekananda Airport Raipur,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163916_1,T,"Miscellaneous Works, SH. Provision of Edge lights for Old unused Turnpad after C taxi and conversion of Elevated HIRL to Inset Edge lights","Miscellaneous Works, SH. Provision of Edge lights for Old unused Turnpad after C taxi and conversion of Elevated HIRL to Inset Edge lights","O/o AGM (E-E), AAI,COIMBATORE INTERNATIONAL AIRPORT,COIMBATORE-641014",641014,Open Tender,10871.16$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SzqPSqgGT4rekXfJYNC1%2BCg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",coimbatore international Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163915_1,T,Modification of Rwy 05 or 23 Threshold or  End Lights to meet CAR.,"Modification of Rwy 05 or  23 Threshold or End Lights to meet
CAR","O/o AGM(E-E), AAI, Coimbatore International Airport, Coimbatore-641014",641014,Open Tender,14213.82$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SSPamm11VL0MCiBrmAacBeQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Coimbatore International Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163579_1,Rate Contract,Soil Erosion Control on slope portion for runway extension area and Misc. works in operational area at Jabalpur Airport,Soil Erosion Control on slope portion for runway extension area and Misc. works in operational area at Jabalpur Airport,"Project Office, Jabalpur Airport",482005,Open Tender,912689.88$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SsowYLxIs8Xj%2FbZpQwlakGg%3D%3D,,Civil Works - Others,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Jabalpur Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164130_1,T,"Annual Running, Maintenance and Operation of 30 KLD MBBR type STP plant at Civil Enclave Jodhpur","Annual Running, Maintenance and Operation of 30 KLD MBBR type STP plant at Civil Enclave Jodhpur
(2023-25)","O/O Airport Director, 
Airports Authority of India
Civil Enclave, Jodhpur",342011,Open Tender,37672.96$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SqsZniZQhBwvTe2bGLpxdig%3D%3D,,Repair and Maintenance Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Jodhpur,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164280_1,T,"License for Money exchange counter in Arrival Area at MBB Airport, Agartala","License for Money exchange counter in Arrival Area at MBB Airport, Agartala","O/o The Airport Director, Airports Authority of India, MBB Airport, Agartala",799009,Open Tender,321.10$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SXDPWVNcCnAsxL4W9pglpdg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Job Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Agartala,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164235_1,T,Tender for Packaged Food Outside NTB Kolhapur Airport,ETender for Retail Packaged Food Outside New Terminal Building at Kolhapur Airport,"RHQ-WR, Mumbai",416004,Open Tender,15787.20$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SE%2BIfRol2d0G4SmGsX4djBw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Kolhapur Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_162648_1,T,License for Prepaid Taxi facility at SGRDJI Airport Amritsar.,License for Prepaid Taxi facility at SGRDJI Airport Amritsar.,"Airports Authority of India, SGRDJI Airport, Amritsar",143101,Open Tender,3690.96$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S0P%2BFvWlOlSgw851pTAJltw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Prepaid Taxi Facility,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Amritsar,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163921_1,T,Development and Up gradation of Agatti Airport SH Re surfacing of Runway at Agatti Airport,Development and Up gradation of Agatti Airport SH Re surfacing of Runway at Agatti Airport,"DGM (Engg-Civil), AAI, Chennai Airport, Chennai -600016.",682553,Open Tender,3067848.42$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S9ZU5cZwgpJdZF6ULnIPvbA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Agatti,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164078_1,T,Notice Inviting E Tender NIET for Basic Commercial Facilities inside and outside of the Airport Terminal Building at Tezpur Airport Tezpur,Notice Inviting E Tender NIET for Basic Commercial Facilities inside and outside of the Airport Terminal Building at Tezpur Airport Tezpur,"O/o Regional Executive Director, AAI, RHQ NER - Guwahati - 15",784501,Open Tender,0.01$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SnCv%2Fkk668cxX9%2BNrGGHdsw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Basic Commercial Facilities,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Tezpur Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163831_1,T,"Provision of Paver block approach road at Silchar Airport. SH Construction of paver block road, Granite wall cladding and associated works at Silchar Airport","Provision of Paver block approach road at Silchar Airport. SH Construction of paver
block road, Granite wall cladding and associated works at Silchar Airport","O/O SENIOR MANAGER ENGG CIVIL,AAI SILCHAR AIRPORT",788109,Open Tender,78290.84$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyQNN37Y0iZBSWlpt2DUNRg%3D%3D,,Civil Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",SILCHAR AIRPORT,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_164056_1,T,Notice Inviting E Tender NIET for the license of Food and Beverage Snack Bar Outlet at City Side Canopy Area of the Airport Terminal Building at Shillong Airport Shillong,Notice Inviting E Tender NIET for the license of Food and Beverage Snack Bar Outlet at City Side Canopy Area of the Airport Terminal Building at Shillong Airport Shillong,"O/o Regional Executive Director, AAI, RHQ, NER Guwahati - 15",793103,Open Tender,162.50$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SY4VmQRioQyl9K9%2BZPy6ecA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Snack Bar,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Shillong Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163581_1,T,"Advertising Rights Concession to Design, Develop, Operate and Market the Advertisement Opportunity at Shaheed Bhagat Singh International Airport, Chandigarh","Advertising Rights Concession to Design, Develop, Operate and Market the Advertisement Opportunity at Shaheed Bhagat Singh International Airport, Chandigarh","O/o CEO CHIAL, SBS International Airport, Chandigarh",140306,Open Tender,107991.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SwrreRNtoTHNKGJca4T4z0A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Chandigarh,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163922_1,T,License for Footwear Store in First Floor SHA NITB at S.V. Airport Raipur,License for Footwear Store in First Floor SHA NITB at S.V. Airport Raipur,O/o Airport Director S.V. Airport Raipur,492015,Open Tender,1664.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVGCg9DHxFYqJRA%2B0Gak7wg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Swami Vivekananda Airport Raipur,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163993_1,T,"Licence for Travel Luggage Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim","Licence for Travel Luggage Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim",Goa International Airport,403801,Open Tender,965250.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJc1Ij81M9rCVupwy3DccxQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Goa International Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163967_1,T,"Licence for Chemist and Nutrition Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim.","Licence for Chemist and Nutrition Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim.",Goa International Airport,403801,Open Tender,965250.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHZhED97wqRsedqhFWTingw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Goa International Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163929_1,T,"Maintenance contract for repair and maintenance/urgent civil works for Shioni Airport, Akola (2023-24)","Maintenance contract for repair and maintenance/urgent civil works for Shioni Airport, Akola (2023-24)","O/o. DGM (E-C), AAI, DBAI Airport, Nagpur.",444104,Open Tender,13000.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SGH6FwLgUV3eNQU3Yj1R18A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Akola,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163879_1,Rate Contract,AAI/JVC/PPP-II/IE/2023,"APPOINTMENT OF INDEPENDENT ENGINEER FOR
MONITORING THE CONCESSION AGREEMENT IN RESPECT OF
OPERATIONS, MANAGEMENT AND DEVELOPMENT OF
MANGALURU INTERNATIONAL AIRPORT, MANGALURU","AAI, Rajiv Gandhi Bhawan,
Safdarjung Airport,
New Delhi-110003",574142,Limited,nan$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SGHdLfYW5LFixuJNatByqIQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Consultancy,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Mangaluru,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163846_2,T,Pharmacy/Medicine and Nutrition Outlet at Departure New Domestic Terminal Building T1,"Pharmacy/Medicine and Nutrition Outlet at Departure New Domestic Terminal Building T1,
BPI Airport Bhubaneswar","O/o Airport Director, BPI Airport, Bhubaneswar",751020,Open Tender,1082.90$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SB69VI6Raz1H8XnhvPZsN2g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Bhubaneswar,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163887_1,T,"Leather Goods and Accessories outlet at SHA, at New Domestic Terminal Building T1, BPI Airport Bhubaneswar","Leather Goods and Accessories outlet at SHA, at New Domestic Terminal Building T1, BPI Airport Bhubaneswar","O/o Airport Director, BPI Airport, Bhubaneswar",751020,Open Tender,5330.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SKq4qP227ax%2FKcJNumHJ4PA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Bhubaneswar,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163783_1,Rate Contract,Development of Sarsawa Airport (Saharanpur) for RCS Operations. SH Provision of Apron Flood Lights.,Development of Sarsawa Airport (Saharanpur) for RCS Operations. SH Provision of Apron Flood Lights.,"O/o AGM EE Dehradun Airport, Project Office 248140",247232,Open Tender,14543.55$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sg5aega39FBnN7wo5%2BD7QDg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Saharanpur Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163803_1,T,"Licence for Home and Lifestyle Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim","Licence for Home and Lifestyle Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim",Goa International Airport,403801,Open Tender,2187900.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVizQFFWQh40955MsYtdFAg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Goa International Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163234_1,T,Providing CAT-I Approach Lighting System at Rajahmundry Airport,Providing CAT-I Approach Lighting System at Rajahmundry Airport,"Airports Authority of India, Rajahmundry Airport, Madhurapudi Post, Rajahmundry-533102",533102,Open Tender,284583.88$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S5fjtMhFy%2FWBP8%2FA13zza%2Fw%3D%3D,,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Rajahmundry Airport.,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163715_1,T,Notice Inviting E Tender for the license of Food and Beverage Snack Bar Outlet at Arrival Hall of the Airport Terminal Building at Shillong Airport Shillong,Notice Inviting E Tender for the license of Food and Beverage Snack Bar Outlet at Arrival Hall of the Airport Terminal Building at Shillong Airport Shillong,"O/o RED, AAI, RHQ, NER, LGBI Airport Guwahati Assam - 781015",793103,Open Tender,175.50$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SOy2I41mUT72JmU4%2F0aUsJw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Snack Bar,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Shillong Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163204_1,T,Construction of New Terminal Building Work at Leh Airport Ladakh SH Office Accommodation to Engineering Section at Utility Building at NTB Electrical Works,Internal wiring and providing Hot and cold ac units,"GM ENG PROJECT
AAI
NTB SITE
LEH AIRPORT",194101,Open Tender,25619.84$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyJuVYMmqZt9VahkTkTcj9Q%3D%3D,,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",LEH AIRPORT NTB PROJECT OFFICE,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163280_1,T,Provision of Gas Suppression System at New ATC cum Technical Block at Bhopal Airport,Provision of Gas Suppression System at New ATC cum Technical Block at Bhopal Airport,"O/o Airport Direct, AGM (E-E), AAI, R. B. Airport, Bhopal",462036,Open Tender,220851.31$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=StpFJihuoXwcSnXJXhZD7Xw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Bhopal,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_162020_1,T,License to Setup and Operate Money,"License to Setup and Operate Money
Exchange Counters at 5 sq.mt area in
International Arrival","APD office, ATC Building, Surat Airport, 394550",394550,Open Tender,728.00$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SV78sHT1OhmH2%2BIt0Jk80Zg%3D%3D,,Miscellaneous Works,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Surat Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163513_1,T,"Concession to design, fit-out, finance, develop, market, operate, maintain and manage the retail outlets at the Srinagar International Airport.","Concession to design, fit-out, finance, develop, market, operate, maintain and manage the retail outlets at the Srinagar International Airport.","AAI, Srinagar",190007,Open Tender,nan$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SurxKvcamogqiz0KCuf0PqQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Srinagar International Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
2023_AAI_163512_1,T,"Concession to design, fit-out, finance, develop, market, operate, maintain and manage the Food and Beverage outlets at the Srinagar Airport","Concession to design, fit-out, finance, develop, market, operate, maintain and manage the Food and Beverage outlets at the Srinagar Airport","AAI, Srinagar",190007,Open Tender,nan$,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SYFUazwWLfWyX%2BdkLGpPmPg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,,"{'published_date': None, 'bid_opening_date': '2023-09-11 15:00:00', 'submission_start_date': None, 'submission_end_date': '2023-09-08 11:00:00'}",Srinagar International Airport,"{'min': '2023-09-08 11:00:00', 'max': '2023-09-11 15:00:00'}"
