original_id,project_or_tender,name,desc,state,location,pincode,status,budget,url,document_url,sector,sub_sector,timestamp_range
2023_AAI_163921_1,Tender,Development and Up gradation of Agatti Airport SH Re surfacing of Runway at Agatti Airport,Development and Up gradation of Agatti Airport SH Re surfacing of Runway at Agatti Airport,Agatti,"DGM (Engg-Civil), AAI, Chennai Airport, Chennai -600016.",682553,Open Tender,"23,59,88,340",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S9ZU5cZwgpJdZF6ULnIPvbA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_164078_1,Tender,Notice Inviting E Tender NIET for Basic Commercial Facilities inside and outside of the Airport Terminal Building at Tezpur Airport Tezpur,Notice Inviting E Tender NIET for Basic Commercial Facilities inside and outside of the Airport Terminal Building at Tezpur Airport Tezpur,Tezpur Airport,"O/o Regional Executive Director, AAI, RHQ NER - Guwahati - 15",784501,Open Tender,1,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SnCv%2Fkk668cxX9%2BNrGGHdsw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Basic Commercial Facilities,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163831_1,Tender,"Provision of Paver block approach road at Silchar Airport. SH Construction of paver block road, Granite wall cladding and associated works at Silchar Airport","Provision of Paver block approach road at Silchar Airport. SH Construction of paver
block road, Granite wall cladding and associated works at Silchar Airport",SILCHAR AIRPORT,"O/O SENIOR MANAGER ENGG CIVIL,AAI SILCHAR AIRPORT",788109,Open Tender,"60,22,372",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyQNN37Y0iZBSWlpt2DUNRg%3D%3D,,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_164056_1,Tender,Notice Inviting E Tender NIET for the license of Food and Beverage Snack Bar Outlet at City Side Canopy Area of the Airport Terminal Building at Shillong Airport Shillong,Notice Inviting E Tender NIET for the license of Food and Beverage Snack Bar Outlet at City Side Canopy Area of the Airport Terminal Building at Shillong Airport Shillong,Shillong Airport,"O/o Regional Executive Director, AAI, RHQ, NER Guwahati - 15",793103,Open Tender,"12,500",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SY4VmQRioQyl9K9%2BZPy6ecA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Snack Bar,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163581_1,Tender,"Advertising Rights Concession to Design, Develop, Operate and Market the Advertisement Opportunity at Shaheed Bhagat Singh International Airport, Chandigarh","Advertising Rights Concession to Design, Develop, Operate and Market the Advertisement Opportunity at Shaheed Bhagat Singh International Airport, Chandigarh","SBSIA, Chandigarh","O/o CEO CHIAL, SBS International Airport, Chandigarh",140306,Open Tender,"83,07,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SwrreRNtoTHNKGJca4T4z0A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163922_1,Tender,License for Footwear Store in First Floor SHA NITB at S.V. Airport Raipur,License for Footwear Store in First Floor SHA NITB at S.V. Airport Raipur,Swami Vivekananda Airport Raipur,O/o Airport Director S.V. Airport Raipur,492015,Open Tender,"1,28,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVGCg9DHxFYqJRA%2B0Gak7wg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163993_1,Tender,"Licence for Travel Luggage Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim","Licence for Travel Luggage Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim",Goa International Airport,Goa International Airport,403801,Open Tender,"7,42,50,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SJc1Ij81M9rCVupwy3DccxQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163967_1,Tender,"Licence for Chemist and Nutrition Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim.","Licence for Chemist and Nutrition Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim.",Goa International Airport,Goa International Airport,403801,Open Tender,"7,42,50,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHZhED97wqRsedqhFWTingw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163929_1,Tender,"Maintenance contract for repair and maintenance/urgent civil works for Shioni Airport, Akola (2023-24)","Maintenance contract for repair and maintenance/urgent civil works for Shioni Airport, Akola (2023-24)","Shioni Airport, Akola","O/o. DGM (E-C), AAI, DBAI Airport, Nagpur.",444104,Open Tender,"10,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SGH6FwLgUV3eNQU3Yj1R18A%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163879_1,Rate Contract,AAI/JVC/PPP-II/IE/2023,"APPOINTMENT OF INDEPENDENT ENGINEER FOR
MONITORING THE CONCESSION AGREEMENT IN RESPECT OF
OPERATIONS, MANAGEMENT AND DEVELOPMENT OF
MANGALURU INTERNATIONAL AIRPORT, MANGALURU",Mangaluru,"AAI, Rajiv Gandhi Bhawan,
Safdarjung Airport,
New Delhi-110003",574142,Limited,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SGHdLfYW5LFixuJNatByqIQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Consultancy,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163846_2,Tender,Pharmacy/Medicine and Nutrition Outlet at Departure New Domestic Terminal Building T1,"Pharmacy/Medicine and Nutrition Outlet at Departure New Domestic Terminal Building T1,
BPI Airport Bhubaneswar","BPI Airport, Bhubaneswar","O/o Airport Director, BPI Airport, Bhubaneswar",751020,Open Tender,"83,300",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SB69VI6Raz1H8XnhvPZsN2g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163887_1,Tender,"Leather Goods and Accessories outlet at SHA, at New Domestic Terminal Building T1, BPI Airport Bhubaneswar","Leather Goods and Accessories outlet at SHA, at New Domestic Terminal Building T1, BPI Airport Bhubaneswar","BPI Airport, Bhubaneswar","O/o Airport Director, BPI Airport, Bhubaneswar",751020,Open Tender,"4,10,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SKq4qP227ax%2FKcJNumHJ4PA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163783_1,Rate Contract,Development of Sarsawa Airport (Saharanpur) for RCS Operations. SH Provision of Apron Flood Lights.,Development of Sarsawa Airport (Saharanpur) for RCS Operations. SH Provision of Apron Flood Lights.,Saharanpur Airport,"O/o AGM EE Dehradun Airport, Project Office 248140",247232,Open Tender,"11,18,735",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sg5aega39FBnN7wo5%2BD7QDg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163803_1,Tender,"Licence for Home and Lifestyle Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim","Licence for Home and Lifestyle Outlet in Departure (Ground Floor Check-In) Area, NITB, at Goa International Airport, Dabolim",Goa International Airport,Goa International Airport,403801,Open Tender,"16,83,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVizQFFWQh40955MsYtdFAg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163234_1,Tender,Providing CAT-I Approach Lighting System at Rajahmundry Airport,Providing CAT-I Approach Lighting System at Rajahmundry Airport,"Airports Authority of India, Rajahmundry Airport.","Airports Authority of India, Rajahmundry Airport, Madhurapudi Post, Rajahmundry-533102",533102,Open Tender,"2,18,91,068",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S5fjtMhFy%2FWBP8%2FA13zza%2Fw%3D%3D,,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163715_1,Tender,Notice Inviting E Tender for the license of Food and Beverage Snack Bar Outlet at Arrival Hall of the Airport Terminal Building at Shillong Airport Shillong,Notice Inviting E Tender for the license of Food and Beverage Snack Bar Outlet at Arrival Hall of the Airport Terminal Building at Shillong Airport Shillong,Shillong Airport,"O/o RED, AAI, RHQ, NER, LGBI Airport Guwahati Assam - 781015",793103,Open Tender,"13,500",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SOy2I41mUT72JmU4%2F0aUsJw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Snack Bar,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163204_1,Tender,Construction of New Terminal Building Work at Leh Airport Ladakh SH Office Accommodation to Engineering Section at Utility Building at NTB Electrical Works,Internal wiring and providing Hot and cold ac units,LEH AIRPORT NTB PROJECT OFFICE,"GM ENG PROJECT
AAI
NTB SITE
LEH AIRPORT",194101,Open Tender,"19,70,757",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SyJuVYMmqZt9VahkTkTcj9Q%3D%3D,,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163280_1,Tender,Provision of Gas Suppression System at New ATC cum Technical Block at Bhopal Airport,Provision of Gas Suppression System at New ATC cum Technical Block at Bhopal Airport,"AAI, R. B. Airport, Bhopal","O/o Airport Direct, AGM (E-E), AAI, R. B. Airport, Bhopal",462036,Open Tender,"1,69,88,562",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=StpFJihuoXwcSnXJXhZD7Xw%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Electrical Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162020_1,Tender,License to Setup and Operate Money,"License to Setup and Operate Money
Exchange Counters at 5 sq.mt area in
International Arrival",Surat Airport,"APD office, ATC Building, Surat Airport, 394550",394550,Open Tender,"56,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SV78sHT1OhmH2%2BIt0Jk80Zg%3D%3D,,Miscellaneous Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163513_1,Tender,"Concession to design, fit-out, finance, develop, market, operate, maintain and manage the retail outlets at the Srinagar International Airport.","Concession to design, fit-out, finance, develop, market, operate, maintain and manage the retail outlets at the Srinagar International Airport.",Srinagar International Airport,"AAI, Srinagar",190007,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SurxKvcamogqiz0KCuf0PqQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163512_1,Tender,"Concession to design, fit-out, finance, develop, market, operate, maintain and manage the Food and Beverage outlets at the Srinagar Airport","Concession to design, fit-out, finance, develop, market, operate, maintain and manage the Food and Beverage outlets at the Srinagar Airport",Srinagar International Airport,"AAI, Srinagar",190007,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SYFUazwWLfWyX%2BdkLGpPmPg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163429_1,Tender,Modification / Expansion for Capacity Enhancement of Passenger Terminal Building at Dimapur Airport.,Modification / Expansion for Capacity Enhancement of Passenger Terminal Building at Dimapur Airport.,Dimapur,"O/o Executive Director (Engg.)-ER and NER, 2nd
Floor, NATS Complex, AAI, New Delhi-110037",797115,Open Tender,"20,61,31,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2BqSN5dBvqbwsXMXSafSd6w%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Construction Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163109_1,Rate Contract,Re-Installation of ADRDE 20.4T Arrester Barrier at AFS  Darbhanga,Re-Installation of ADRDE 20.4T Arrester Barrier at AFS Darbhanga,Darbhanga Airport,"O/o APD,Airports Authority of India,Rani Pur ,Darbhanga",846005,Open Tender,"88,16,720",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SgIyMuEGJb527ldiHtxeOgw%3D%3D,,Job Works,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163331_1,Tender,"License of Snack Bar in Departure Hall of New Terminal Building, Kanpur Airport","License of Snack Bar in Departure Hall of New Terminal Building, Kanpur Airport",Kanpur Airport,Kanpur Airport,208004,Open Tender,"46,630",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SldIquFUbH5l%2FkRNexsYddA%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Allotment of Space,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_160932_2,Tender,Exclusive Advertisement Rights at Bhuj Airport.,Exclusive Advertisement Rights at Bhuj Airport.,BHUJ AIRPORT,"O/O AIRPORT DIRECTOR, BHUJ AIRPORT, BHUJ",370001,Open Tender,"1,44,01,800",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sa7syGIh6kZTGfgBbEyrleQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Advertisement Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_163290_1,Tender,General Car Rental Services for Motor Cab and  Maxi Cab facility at Gaya Airport,"General Car
Rental Services
 for Motor Cab and 
Maxi Cab facility
at Gaya Airport",Gaya Airport,Gaya Airport,823004,Open Tender,"42,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Stg6laiNIlhhB0v5vagCrRQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Car Rental,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162902_1,Tender,Club Facility,Club Facility,Pathankot Airport,O/o Airport Director Pathankot Airport,145001,Open Tender,NA,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SeKglVnTElCADxIm38U2F6g%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162937_1,Tender,Request for Proposal for Award of Commercial Concessions and SITC and Operation of Vehicle Parking Management System at Multi Level Car Parking at JPNI Airport Patna,Request for Proposal for Award of Commercial Concessions and SITC and Operation of Vehicle Parking Management System at Multi Level Car Parking at JPNI Airport Patna,Patna Airport,O/o APD Patna,800014,Open Tender,"15,30,36,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sp8ulM9t4PEorDXizQxUW0Q%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162812_1,Tender,Licence for Advertisement Rights Cum Trolley Retrieval,Licence for Advertisement Rights Cum Trolley Retrieval,Vadodara Airport,Vadodara Airport,390022,Open Tender,"16,771",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SXclS7TIPHY4GjL69pHBbag%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162901_1,Tender,Money Exchange Counter at Arrival Area in International Terminal Building.,"Money Exchange Counter at Arrival Area in International Terminal Building, Vijayawada Airport",Vijayawada Airport,"Airport Director, Vijayawada Airport",521102,Open Tender,"27,62,520",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SdpIB%2BQ3Dd815bcLeb9m5lQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Miscellaneous Services,Money Exchange Counter,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162646_1,Tender,"RFP for ADVERTISEMENT RIGHTS CONCESSION TO DESIGN,	DEVELOP,	OPERATE,	AND MARKET THE ADVERTISING OPPORTUNITY at Chennai Airport","RFP for ADVERTISEMENT RIGHTS CONCESSION TO DESIGN,	DEVELOP,	OPERATE, AND MARKET THE ADVERTISING OPPORTUNITY at Chennai Airport",Chennai Airport,"O/o Airport Director, Chennai Airport",600016,Open Tender,"49,05,34,800",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SMifk5fKoCogaeQP9fguEsQ%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Advertisement Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162805_1,Tender,Construction of New Civil enclave at Jammu Airport,Construction of New Civil enclave at Jammu Airport,Jammu,"O/o ED Engg-NR
Rajiv Gandhi Bhawan, Safdarjung Airport",181101,Open Tender,"5,22,30,00,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SQZE42xIpBv4%2BnqVglVcIlg%3D%3D,https://etenders.gov.in/eprocure/app?component=%24DirectLink_8&page=FrontEndTenderDetails&service=direct&session=T,Civil Works,Airport Terminal Building,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162848_1,Tender,License for Exclusive Chocolate Outlet in Ground Floor SHA of NITB at S.V. Airport Raipur.,License for Exclusive Chocolate Outlet in Ground Floor SHA of NITB at S.V. Airport Raipur.,Swami Vivekananda Airport Raipur,O/o Airport Director S.V. Airport Raipur,492015,Open Tender,"2,90,000",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S3KvWt7ra5prj3bnPjZWT9w%3D%3D,,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162791_1,Tender,"Notice Inviting E-Tender (NIET) For General Retail Facility (Inside SHA, First Floor and Ground Floor) at New Terminal Building of RVST Airport, Gwalior","Notice Inviting E-Tender (NIET) For General Retail Facility (Inside SHA, First Floor and Ground Floor) at New Terminal Building of RVST Airport, Gwalior",Gwalior Airport,"Office of Airport Director, Gwalior",474020,Open Tender,"35,052",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SZWW5%2FoeGGUUotUq8lIx9CQ%3D%3D,,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162823_1,Tender,Money Exchange Counter Services at Gaya Airport,"Money Exchange Counter Services 
at
Arrival / Visitors Area at Gaya Airport, Gaya","Gaya Airport, Gaya","Gaya Airport, Gaya",823004,Open Tender,"1,24,600",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sicg5%2B2sV%2BjnM76soo8rEFg%3D%3D,,Miscellaneous Services,Money exchange,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162790_1,Tender,"Notice Inviting E-Tender (NIET) For License to Operate Snack Bar facility (Inside SHA, First Floor and Ground Floor) at New Terminal Building of RVST Airport, Gwalior","Notice Inviting E-Tender (NIET) For License to Operate Snack Bar facility (Inside SHA, First Floor and Ground Floor) at New Terminal Building of RVST Airport, Gwalior",Gwalior Airport,"Office of Airport Director,Gwalior",474020,Open Tender,"1,49,225",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sfh457nTV6yiUNywpfIauWg%3D%3D,,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
2023_AAI_162786_1,Tender,"Notice Inviting E-Tender (NIET)  For License to Operate Snack Bar facility (Inside SHA, First Floor) at New Terminal Building of RVST Airport, Gwalior","Notice Inviting E-Tender (NIET)  For License to Operate Snack Bar facility (Inside SHA, First Floor) at New Terminal Building of RVST Airport, Gwalior",Gwalior,"Office of Airport Director, Gwalior Airport",474020,Open Tender,"86,950",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SF0I%2BLr1HavpaI66tCN1u8A%3D%3D,,Miscellaneous Services,NA,"{'published_date': None, 'bid_opening_date': '11-Sep-2023 03:00 PM', 'submission_start_date': None, 'submission_end_date': '08-Sep-2023 11:00 AM'}"
